IdKhachHang,City,IdInvoice,Day,Month,Year,Gender,ProductLine,PaymentMethod,Quantity,Rating,Gross Income
590,Mandalay,418-05-0656,2,2,2019,Female,Health and beauty,Cash,7,7.1,8.946
591,Yangon,365-64-0518,11,3,2020,Female,Health and beauty,Credit card,7,4.6,24.1255
592,Mandalay,776-68-1096,18,3,2019,Male,Home and lifestyle,Credit card,3,7.9,6.618
593,Mandalay,174-64-0215,5,3,2019,Male,Sports and travel,Credit card,10,8.9,34.87
594,Mandalay,438-23-1242,24,1,2019,Male,Sports and travel,Ewallet,7,8.9,26.558
595,Mandalay,775-72-1988,24,1,2019,Male,Sports and travel,Ewallet,5,8.4,18.32
596,Mandalay,525-09-8450,31,1,2019,Male,Health and beauty,Credit card,10,4.2,36.065
597,Mandalay,593-14-4239,5,3,2019,Female,Food and beverages,Ewallet,8,4.7,38.184
598,Mandalay,388-76-2555,13,2,2019,Male,Sports and travel,Cash,6,6.3,4.107
599,Mandalay,711-31-1234,16,3,2019,Female,Fashion accessories,Cash,4,7.9,19.128
600,Mandalay,120-54-2248,22,1,2019,Female,Home and lifestyle,Credit card,5,8,7.215
601,Yangon,254-31-0042,6,3,2019,Male,Electronic accessories,Credit card,9,7.8,9.675
602,Mandalay,875-31-8302,3,1,2019,Male,Fashion accessories,Cash,1,9.6,4.669
603,Mandalay,744-16-7898,15,1,2019,Female,Food and beverages,Credit card,10,4.9,48.685
604,Mandalay,605-83-1050,15,3,2019,Male,Sports and travel,Ewallet,2,4.3,2.718
605,Mandalay,359-94-5395,15,3,2019,Male,Fashion accessories,Credit card,1,9.8,4.639
606,Mandalay,751-15-6198,12,1,2019,Male,Home and lifestyle,Ewallet,6,7.9,6.903
607,Mandalay,559-61-5987,14,1,2019,Female,Fashion accessories,Cash,1,8.6,0.8875
608,Mandalay,565-91-4567,15,3,2019,Male,Food and beverages,Ewallet,8,6.2,4.3
609,Mandalay,499-27-7781,14,3,2019,Female,Fashion accessories,Ewallet,8,5,21.284
610,Mandalay,366-43-6862,25,3,2019,Male,Food and beverages,Ewallet,4,6.7,10.578
611,Mandalay,636-17-0325,25,2,2019,Male,Electronic accessories,Cash,4,9.5,12.514
612,Yangon,667-23-5919,14,1,2019,Female,Food and beverages,Ewallet,5,7,24.175
613,Mandalay,670-71-7306,2,1,2019,Male,Fashion accessories,Credit card,6,5.1,13.389
614,Mandalay,291-59-1384,28,2,2019,Male,Sports and travel,Cash,1,6,3.015
615,Mandalay,866-70-2814,25,2,2019,Female,Food and beverages,Ewallet,10,10,26.395
616,Mandalay,895-03-6665,16,2,2019,Female,Sports and travel,Cash,9,4.2,16.4295
617,Mandalay,770-42-8960,1,1,2019,Male,Sports and travel,Cash,8,6.3,8.448
618,Mandalay,234-36-2483,15,2,2019,Male,Electronic accessories,Cash,6,5.1,17.277
619,Mandalay,152-03-4217,17,3,2019,Female,Food and beverages,Credit card,9,4.3,5.076
620,Mandalay,533-66-5566,12,1,2019,Female,Fashion accessories,Cash,7,7,17.8745
621,Mandalay,114-35-5271,7,2,2019,Female,Food and beverages,Cash,8,8.1,23.164
622,Mandalay,715-20-1673,6,3,2019,Male,Food and beverages,Cash,5,9.4,7.095
623,Yangon,289-15-7034,11,1,2019,Male,Home and lifestyle,Credit card,4,7.5,16.466
624,Mandalay,699-88-1972,28,1,2019,Male,Fashion accessories,Credit card,8,4.2,39.664
625,Mandalay,509-10-0516,9,2,2019,Male,Fashion accessories,Ewallet,4,5.1,9.194
626,Mandalay,851-98-3555,24,3,2019,Female,Food and beverages,Credit card,5,6.6,20.72
627,Mandalay,624-01-8356,27,1,2019,Female,Sports and travel,Credit card,10,4.2,24.505
628,Mandalay,777-67-2495,22,2,2019,Male,Health and beauty,Ewallet,3,8.7,10.3455
629,Mandalay,181-82-6255,8,2,2019,Female,Home and lifestyle,Cash,6,7,4.911
630,Mandalay,226-34-0034,10,1,2019,Female,Fashion accessories,Ewallet,4,9,2.756
631,Mandalay,431-66-2305,15,2,2019,Female,Sports and travel,Credit card,9,7.6,39.7125
632,Mandalay,825-94-5922,2,3,2019,Male,Electronic accessories,Ewallet,2,7.2,2.531
633,Mandalay,641-62-7288,24,3,2019,Male,Food and beverages,Ewallet,6,7.1,29.976
634,Yangon,563-36-9814,13,2,2019,Male,Home and lifestyle,Ewallet,1,7.2,3.841
635,Mandalay,501-61-1753,3,1,2019,Female,Food and beverages,Ewallet,6,9.8,18.945
636,Mandalay,365-16-4334,24,2,2019,Female,Health and beauty,Ewallet,8,8.9,10.572
637,Mandalay,430-02-3888,7,2,2019,Male,Health and beauty,Cash,6,7.1,13.806
638,Mandalay,794-42-3736,26,1,2019,Male,Electronic accessories,Credit card,2,6.4,3.333
639,Mandalay,172-42-8274,2,3,2019,Female,Food and beverages,Credit card,2,5.8,3.827
640,Mandalay,452-04-8808,26,1,2019,Male,Fashion accessories,Cash,7,5.5,30.478
641,Mandalay,156-20-0370,10,3,2019,Female,Food and beverages,Credit card,1,5.1,1.2725
642,Mandalay,151-33-7434,4,2,2019,Female,Electronic accessories,Credit card,1,6.5,3.3885
643,Mandalay,374-38-5555,7,2,2019,Female,Electronic accessories,Ewallet,5,8.5,15.9275
644,Mandalay,529-56-3977,15,1,2020,Female,Electronic accessories,Cash,5,4.5,28.116
645,Mandalay,764-44-8999,18,2,2019,Female,Electronic accessories,Ewallet,2,4.3,1.476
646,Yangon,308-47-4913,9,3,2019,Female,Home and lifestyle,Credit card,10,6.2,26.13
647,Mandalay,602-16-6955,24,1,2019,Female,Health and beauty,Ewallet,10,6,38.3
648,Mandalay,690-01-6631,22,2,2019,Male,Fashion accessories,Ewallet,10,6.6,8.745
649,Mandalay,303-96-2227,2,3,2019,Female,Sports and travel,Ewallet,10,4.4,48.69
650,Naypyitaw,300-71-4605,25,2,2019,Male,Electronic accessories,Ewallet,5,4.8,21.51
651,Naypyitaw,183-56-6882,6,2,2019,Female,Electronic accessories,Ewallet,4,7.5,19.884
652,Naypyitaw,232-16-2483,7,1,2019,Female,Health and beauty,Ewallet,1,6.8,3.406
653,Naypyitaw,554-53-8700,2,2,2019,Male,Home and lifestyle,Cash,2,6.3,5.611
654,Naypyitaw,228-96-1411,4,3,2019,Female,Sports and travel,Cash,8,7.6,39.48
655,Naypyitaw,617-15-4209,16,3,2019,Male,Fashion accessories,Cash,2,7.2,1.537
656,Naypyitaw,574-22-5561,19,3,2019,Female,Electronic accessories,Ewallet,10,7.9,41.315
657,Yangon,882-40-4577,19,1,2019,Male,Electronic accessories,Credit card,4,8,13.452
658,Naypyitaw,326-78-5178,3,2,2019,Male,Fashion accessories,Cash,7,9.5,31.99
659,Naypyitaw,778-71-5554,25,1,2019,Male,Sports and travel,Credit card,1,6.1,0.7715
660,Naypyitaw,285-68-5083,15,2,2019,Female,Fashion accessories,Credit card,3,10,3.711
661,Naypyitaw,263-10-3913,9,1,2019,Male,Sports and travel,Credit card,9,8.6,22.068
662,Naypyitaw,829-49-1914,5,3,2019,Female,Sports and travel,Ewallet,10,6.6,39.155
663,Naypyitaw,787-56-0757,23,2,2019,Female,Fashion accessories,Credit card,4,8.3,16.072
664,Naypyitaw,360-39-5055,9,3,2019,Male,Food and beverages,Cash,5,6.6,12.2275
665,Naypyitaw,565-80-5980,23,1,2019,Female,Sports and travel,Cash,4,7.1,9.476
666,Naypyitaw,163-56-7055,26,3,2019,Male,Fashion accessories,Cash,1,4.1,2.4355
667,Naypyitaw,861-77-0145,3,3,2019,Male,Food and beverages,Cash,10,9.2,40.985
668,Yangon,132-23-6451,4,1,2019,Male,Health and beauty,Cash,5,7.8,5.2425
669,Naypyitaw,210-67-5886,5,2,2019,Female,Health and beauty,Credit card,3,7.8,14.7315
670,Naypyitaw,237-01-6122,1,2,2019,Female,Sports and travel,Credit card,9,9.5,36.3555
671,Naypyitaw,659-36-1684,12,1,2019,Male,Fashion accessories,Credit card,7,6.5,19.992
672,Naypyitaw,336-78-2147,13,3,2019,Male,Food and beverages,Credit card,8,4.6,25.564
673,Naypyitaw,663-86-9076,8,1,2019,Female,Health and beauty,Ewallet,8,8.5,27.416
674,Naypyitaw,731-81-9469,23,1,2019,Female,Health and beauty,Credit card,10,5.4,44.9
675,Naypyitaw,280-17-4359,25,1,2019,Male,Electronic accessories,Cash,10,8.1,45.25
676,Naypyitaw,338-65-2210,5,2,2019,Female,Fashion accessories,Cash,10,9.1,34.3
677,Naypyitaw,488-25-4221,22,2,2019,Female,Sports and travel,Credit card,1,8.4,1.5205
678,Naypyitaw,584-86-7256,11,3,2019,Male,Food and beverages,Credit card,7,7.3,12.096
679,Yangon,365-64-0516,12,2,2020,Female,Food and beverages,Ewallet,7,7.1,11.7375
680,Yangon,745-71-3520,4,2,2019,Female,Food and beverages,Cash,7,8.2,8.827
681,Naypyitaw,342-65-4817,28,1,2019,Male,Electronic accessories,Ewallet,3,9.9,13.02
682,Naypyitaw,434-83-9547,23,1,2019,Male,Sports and travel,Cash,8,7.7,15.388
683,Naypyitaw,556-86-3144,13,1,2019,Female,Fashion accessories,Cash,1,5,3.7145
684,Naypyitaw,848-24-9445,26,3,2019,Male,Fashion accessories,Cash,2,4.9,4.37
685,Naypyitaw,420-11-4919,17,2,2019,Female,Sports and travel,Credit card,5,5.5,17.8475
686,Naypyitaw,606-80-4905,29,1,2019,Female,Home and lifestyle,Credit card,6,6.8,5.745
687,Naypyitaw,672-51-8681,4,1,2019,Female,Sports and travel,Credit card,9,9.7,29.9925
688,Naypyitaw,263-87-5680,18,3,2019,Female,Home and lifestyle,Ewallet,10,7.8,14.265
689,Naypyitaw,279-62-1445,21,2,2019,Female,Sports and travel,Cash,1,8.2,0.627
690,Naypyitaw,746-68-6593,11,1,2019,Female,Food and beverages,Credit card,2,9.7,8.716
691,Yangon,269-10-8440,21,1,2019,Male,Sports and travel,Cash,7,8.9,18.6095
692,Yangon,529-56-3976,7,2,2020,Male,Sports and travel,Ewallet,7,8.2,21.595
693,Naypyitaw,583-72-1480,31,1,2019,Male,Health and beauty,Ewallet,4,9.7,7.412
694,Naypyitaw,755-12-3214,5,3,2019,Female,Fashion accessories,Credit card,5,8.6,11.055
695,Naypyitaw,142-72-4741,28,2,2019,Male,Food and beverages,Credit card,2,6,9.32
696,Naypyitaw,662-47-5456,17,3,2019,Male,Home and lifestyle,Credit card,10,8.4,17.595
697,Naypyitaw,380-94-4661,7,2,2019,Male,Sports and travel,Credit card,4,6.9,13.188
698,Naypyitaw,687-15-1097,3,1,2019,Female,Home and lifestyle,Cash,2,9.7,2.112
699,Naypyitaw,526-86-8552,7,1,2019,Female,Electronic accessories,Cash,10,7.1,10.91
700,Naypyitaw,537-72-0426,20,3,2019,Male,Home and lifestyle,Cash,10,5.7,35.495
701,Naypyitaw,593-95-4461,24,3,2019,Male,Fashion accessories,Cash,1,6.9,3.743
702,Naypyitaw,211-05-0490,3,3,2019,Female,Food and beverages,Cash,5,7.5,12.98
703,Yangon,325-77-6186,8,3,2019,Female,Fashion accessories,Ewallet,10,7.3,45.325
704,Naypyitaw,779-06-0012,19,1,2019,Female,Health and beauty,Cash,1,7.7,4.4305
705,Naypyitaw,181-94-6432,5,2,2019,Male,Home and lifestyle,Ewallet,2,9.7,6.933
706,Naypyitaw,227-07-4446,10,2,2019,Female,Health and beauty,Cash,10,4.4,39.065
707,Naypyitaw,174-36-3675,14,2,2019,Male,Electronic accessories,Cash,2,5.2,9.937
708,Naypyitaw,428-83-5800,9,2,2019,Female,Food and beverages,Cash,3,7.3,3.162
709,Naypyitaw,603-07-0961,10,1,2019,Male,Fashion accessories,Cash,5,4.9,18.6975
710,Naypyitaw,704-20-4138,11,3,2019,Female,Sports and travel,Credit card,7,8.1,10.3845
711,Naypyitaw,787-15-1757,18,2,2019,Male,Food and beverages,Ewallet,4,8.4,8.814
712,Naypyitaw,719-76-3868,12,3,2019,Male,Home and lifestyle,Cash,4,8.6,18.852
713,Naypyitaw,835-16-0096,24,3,2019,Male,Electronic accessories,Ewallet,5,8.5,3.675
714,Yangon,138-17-5109,15,1,2019,Female,Health and beauty,Credit card,9,6.5,40.1445
715,Naypyitaw,725-96-3778,20,1,2019,Female,Fashion accessories,Cash,8,4.7,35.7
716,Naypyitaw,860-79-0874,15,2,2019,Female,Health and beauty,Credit card,10,6.6,49.65
717,Naypyitaw,595-86-2894,6,2,2019,Male,Fashion accessories,Ewallet,4,9.4,19.396
718,Naypyitaw,153-58-4872,1,3,2019,Female,Electronic accessories,Ewallet,4,4.2,14.978
719,Naypyitaw,394-41-0748,27,1,2019,Female,Fashion accessories,Ewallet,9,9.5,24.3315
720,Naypyitaw,541-89-9860,15,2,2019,Female,Fashion accessories,Cash,3,8.1,12.072
721,Naypyitaw,236-86-3015,4,2,2019,Male,Fashion accessories,Ewallet,1,9.8,0.699
722,Naypyitaw,587-03-7455,16,2,2019,Female,Sports and travel,Ewallet,7,4.9,34.2265
723,Naypyitaw,186-09-3669,22,1,2019,Female,Home and lifestyle,Ewallet,1,9.2,4.0755
724,Yangon,529-56-3978,1,1,2020,Male,Home and lifestyle,Credit card,1,6.9,21.783
725,Naypyitaw,266-76-6436,28,3,2019,Female,Food and beverages,Ewallet,3,7.5,5.79
726,Yangon,187-83-5490,31,1,2019,Male,Health and beauty,Cash,4,4.7,4.154
727,Naypyitaw,271-88-8734,8,2,2019,Female,Home and lifestyle,Credit card,10,8.7,48.605
728,Naypyitaw,257-73-1380,20,1,2019,Male,Sports and travel,Ewallet,4,9.6,16.586
729,Naypyitaw,549-96-4200,8,3,2019,Male,Fashion accessories,Ewallet,4,7,3.408
730,Naypyitaw,450-28-2866,15,1,2019,Male,Home and lifestyle,Cash,5,8.1,4.36
731,Naypyitaw,235-46-8343,14,2,2019,Male,Fashion accessories,Credit card,10,8.9,13.83
732,Naypyitaw,325-90-8763,27,1,2019,Female,Health and beauty,Cash,10,7.6,23.285
733,Naypyitaw,320-32-8842,17,3,2019,Female,Fashion accessories,Cash,1,6.4,1.131
734,Naypyitaw,878-30-2331,2,3,2019,Female,Electronic accessories,Credit card,10,7.1,27.275
735,Naypyitaw,440-59-5691,8,2,2019,Female,Food and beverages,Credit card,7,7.7,13.0025
736,Naypyitaw,233-34-0817,15,2,2019,Female,Health and beauty,Cash,1,8.4,4.942
737,Yangon,470-32-9057,28,3,2019,Male,Home and lifestyle,Credit card,5,9.1,12.835
738,Naypyitaw,767-05-1286,23,1,2019,Female,Electronic accessories,Ewallet,6,5.4,25.131
739,Naypyitaw,493-65-6248,1,1,2019,Female,Electronic accessories,Credit card,10,7,18.49
740,Naypyitaw,148-82-2527,5,3,2019,Female,Home and lifestyle,Credit card,10,8.4,6.06
741,Naypyitaw,573-98-8548,5,1,2019,Female,Home and lifestyle,Ewallet,1,9.1,1.595
742,Naypyitaw,602-80-9671,9,2,2019,Female,Food and beverages,Credit card,6,5.1,4.785
743,Naypyitaw,503-07-0930,23,2,2019,Male,Sports and travel,Credit card,7,8.2,20.4365
744,Naypyitaw,413-20-6708,18,3,2019,Female,Home and lifestyle,Ewallet,1,8.5,2.5735
745,Naypyitaw,521-18-7827,22,1,2019,Male,Sports and travel,Credit card,5,8.7,9.8475
746,Naypyitaw,600-38-9738,17,1,2019,Male,Food and beverages,Credit card,5,4.3,17.98
747,Naypyitaw,451-28-5717,20,3,2019,Female,Fashion accessories,Cash,6,7.3,24.951
748,Yangon,340-21-9136,25,1,2019,Female,Home and lifestyle,Cash,4,9.7,8.01
749,Naypyitaw,358-88-9262,1,2,2019,Female,Home and lifestyle,Ewallet,6,5.1,26.244
750,Naypyitaw,343-87-0864,3,1,2019,Male,Health and beauty,Credit card,1,7.1,3.794
751,Naypyitaw,243-47-2663,28,1,2019,Male,Fashion accessories,Credit card,6,5.5,5.631
752,Naypyitaw,283-26-5248,30,1,2019,Female,Food and beverages,Ewallet,10,4.5,49.26
753,Naypyitaw,339-18-7061,13,2,2019,Female,Electronic accessories,Credit card,2,8,9.298
754,Naypyitaw,302-15-2162,3,3,2019,Male,Home and lifestyle,Credit card,6,4.3,13.959
755,Naypyitaw,788-07-8452,27,1,2019,Female,Fashion accessories,Ewallet,7,9.4,8.484
756,Naypyitaw,484-22-8230,8,1,2019,Female,Fashion accessories,Cash,7,4.5,18.1615
757,Naypyitaw,544-32-5024,28,3,2019,Female,Electronic accessories,Credit card,4,6.4,9.958
758,Naypyitaw,277-35-5865,9,3,2019,Female,Home and lifestyle,Cash,9,6.7,44.5365
759,Yangon,405-31-3305,2,2,2019,Male,Food and beverages,Credit card,10,5.5,21.565
760,Naypyitaw,284-54-4231,19,1,2019,Male,Food and beverages,Credit card,1,9,4.0465
761,Naypyitaw,840-19-2096,14,3,2019,Male,Food and beverages,Ewallet,5,4.4,21.9775
762,Naypyitaw,641-96-3695,7,2,2019,Female,Electronic accessories,Ewallet,6,8.5,13.038
763,Naypyitaw,155-45-3814,19,3,2019,Female,Fashion accessories,Ewallet,8,4.7,35.42
764,Yangon,365-64-0517,7,2,2020,Female,Fashion accessories,Cash,8,5.7,35.69
765,Naypyitaw,131-15-8856,30,3,2019,Female,Health and beauty,Credit card,8,4,29.008
766,Naypyitaw,273-84-2164,16,2,2019,Male,Home and lifestyle,Ewallet,5,5.5,3.0125
767,Naypyitaw,859-71-0933,16,1,2019,Female,Fashion accessories,Cash,2,6.3,1.549
768,Naypyitaw,842-29-4695,16,1,2019,Male,Sports and travel,Credit card,7,7.9,5.999
769,Naypyitaw,641-51-2661,12,2,2019,Female,Electronic accessories,Credit card,10,9.9,43.55
770,Naypyitaw,408-66-6712,16,2,2019,Female,Home and lifestyle,Ewallet,6,4.4,14.313
771,Yangon,676-39-6028,30,3,2019,Female,Sports and travel,Cash,5,6.6,16.11
772,Naypyitaw,173-57-2300,13,3,2019,Male,Health and beauty,Cash,2,6.1,7.288
773,Naypyitaw,394-55-6384,25,1,2019,Female,Sports and travel,Cash,9,6.7,31.5855
774,Naypyitaw,266-20-6657,12,3,2019,Male,Food and beverages,Ewallet,7,5.2,19.264
775,Naypyitaw,196-01-2849,10,2,2019,Female,Food and beverages,Cash,7,9.5,25.683
776,Naypyitaw,162-65-8559,21,1,2019,Male,Food and beverages,Cash,1,4.8,3.449
777,Naypyitaw,728-88-7867,19,3,2019,Female,Health and beauty,Ewallet,4,8.3,15.106
778,Naypyitaw,735-32-9839,31,1,2019,Male,Sports and travel,Ewallet,8,8.5,39.48
779,Naypyitaw,678-79-0726,18,1,2019,Female,Sports and travel,Cash,9,5.1,40.7835
780,Naypyitaw,592-46-1692,11,1,2019,Female,Electronic accessories,Cash,7,7.4,12.8695
781,Naypyitaw,149-14-0304,6,2,2019,Female,Health and beauty,Cash,8,6.6,11.4
782,Yangon,510-09-5628,15,3,2019,Female,Sports and travel,Credit card,10,7.2,9.83
783,Naypyitaw,442-44-6497,8,1,2019,Male,Fashion accessories,Credit card,3,5.9,8.3355
784,Naypyitaw,607-65-2441,10,3,2019,Male,Home and lifestyle,Credit card,10,6,40.975
785,Naypyitaw,386-27-7606,23,3,2019,Female,Health and beauty,Credit card,7,8.1,28.42
786,Naypyitaw,345-68-9016,2,1,2019,Female,Electronic accessories,Credit card,8,5.6,12.668
787,Naypyitaw,390-17-5806,2,2,2019,Female,Electronic accessories,Cash,1,8.6,1.921
788,Naypyitaw,664-14-2882,30,1,2019,Female,Health and beauty,Credit card,5,5.8,2.6325
789,Naypyitaw,314-23-4520,15,1,2019,Male,Health and beauty,Cash,7,9,28.4305
790,Naypyitaw,288-38-3758,25,1,2019,Female,Sports and travel,Ewallet,3,7.4,12.7305
791,Naypyitaw,759-98-4285,27,2,2019,Female,Fashion accessories,Credit card,7,8,30.0545
792,Naypyitaw,201-63-8275,17,2,2019,Female,Health and beauty,Ewallet,7,5.7,23.7965
793,Yangon,420-18-8989,2,2,2019,Female,Home and lifestyle,Cash,8,9.6,20.608
794,Naypyitaw,200-16-5952,17,1,2019,Male,Electronic accessories,Cash,2,6,6.565
795,Naypyitaw,102-77-2261,5,3,2019,Male,Electronic accessories,Credit card,7,4.2,22.8585
796,Naypyitaw,102-06-2002,20,3,2019,Male,Fashion accessories,Cash,5,6.1,6.3125
797,Naypyitaw,516-77-6464,24,2,2019,Female,Home and lifestyle,Ewallet,5,4.1,2.54
798,Naypyitaw,704-10-4056,14,1,2019,Male,Sports and travel,Credit card,3,5.6,9.0705
799,Naypyitaw,400-80-4065,15,2,2019,Male,Health and beauty,Credit card,4,9.2,13.71
800,Naypyitaw,443-60-9639,24,1,2019,Female,Home and lifestyle,Cash,1,5.5,3.0435
801,Naypyitaw,401-09-4232,11,2,2019,Male,Sports and travel,Ewallet,5,9.4,21.6725
802,Naypyitaw,324-41-6833,3,3,2019,Female,Electronic accessories,Ewallet,8,5.1,12.08
803,Naypyitaw,474-33-8305,23,3,2019,Male,Fashion accessories,Ewallet,7,6.9,23.5865
804,Yangon,726-29-6793,28,1,2019,Male,Fashion accessories,Ewallet,8,9.8,9.672
805,Naypyitaw,815-04-6282,8,2,2019,Female,Electronic accessories,Credit card,5,6.5,16.2425
806,Naypyitaw,784-21-9238,7,2,2019,Male,Home and lifestyle,Cash,1,5.9,0.5085
807,Naypyitaw,271-77-8740,1,1,2019,Female,Sports and travel,Ewallet,6,5,8.766
808,Naypyitaw,549-23-9016,13,2,2019,Female,Electronic accessories,Credit card,2,8.9,1.487
809,Naypyitaw,845-94-6841,8,1,2019,Female,Health and beauty,Cash,9,4,32.796
810,Naypyitaw,848-95-6252,20,2,2019,Female,Fashion accessories,Ewallet,1,7,4.3135
811,Naypyitaw,176-78-1170,26,1,2019,Male,Health and beauty,Ewallet,3,7.3,5.0715
812,Naypyitaw,101-81-4070,17,1,2019,Female,Electronic accessories,Ewallet,2,4.9,6.282
813,Naypyitaw,631-34-1880,8,1,2019,Male,Sports and travel,Credit card,3,4.3,3.6465
814,Naypyitaw,885-56-0389,12,2,2019,Male,Electronic accessories,Cash,1,4,2.6175
815,Yangon,609-81-8548,6,2,2019,Female,Electronic accessories,Credit card,6,5.9,11.232
816,Naypyitaw,115-38-7388,30,3,2019,Female,Food and beverages,Credit card,8,9.5,4.072
817,Naypyitaw,607-76-6216,2,3,2019,Female,Fashion accessories,Credit card,5,8.6,23.1225
818,Naypyitaw,409-49-6995,5,2,2019,Female,Food and beverages,Cash,6,8.8,14.181
819,Naypyitaw,725-54-0677,2,3,2019,Male,Health and beauty,Cash,7,5.3,29.96
820,Naypyitaw,377-79-7592,14,1,2019,Female,Food and beverages,Credit card,9,7.5,20.178
821,Naypyitaw,118-62-1812,24,3,2019,Female,Electronic accessories,Cash,4,7.9,15.676
822,Naypyitaw,722-13-2115,14,3,2019,Male,Home and lifestyle,Credit card,1,9.3,2.1425
823,Naypyitaw,246-55-6923,10,3,2019,Female,Sports and travel,Credit card,9,5.1,16.1055
824,Naypyitaw,838-02-1821,22,2,2019,Female,Health and beauty,Credit card,2,5.2,1.273
825,Naypyitaw,457-12-0244,14,3,2019,Female,Sports and travel,Ewallet,6,6.5,10.566
826,Yangon,719-89-8991,25,2,2019,Female,Sports and travel,Ewallet,5,7.1,22.8525
827,Naypyitaw,756-93-1854,2,2,2019,Female,Health and beauty,Credit card,2,9.5,8.335
828,Naypyitaw,235-06-8510,24,1,2019,Male,Fashion accessories,Ewallet,3,5.1,12.858
829,Naypyitaw,702-83-5291,27,3,2019,Male,Electronic accessories,Cash,9,6.6,44.919
830,Naypyitaw,859-97-6048,26,3,2019,Male,Electronic accessories,Credit card,2,5.3,8.425
831,Naypyitaw,373-88-1424,6,2,2019,Male,Electronic accessories,Ewallet,5,7.9,8.9525
832,Naypyitaw,784-08-0310,13,1,2019,Female,Health and beauty,Cash,4,7.6,4.208
833,Naypyitaw,577-34-7579,10,1,2019,Male,Sports and travel,Cash,9,5.4,22.7205
834,Naypyitaw,256-58-3609,18,3,2019,Male,Health and beauty,Cash,1,9.8,4.599
835,Naypyitaw,364-34-2972,30,3,2019,Male,Home and lifestyle,Cash,3,6.7,14.523
836,Naypyitaw,728-47-9078,19,1,2019,Male,Fashion accessories,Cash,4,9.8,11.918
837,Yangon,435-13-4908,24,1,2019,Male,Fashion accessories,Credit card,8,7.2,34.672
838,Naypyitaw,267-62-7380,29,3,2019,Male,Sports and travel,Ewallet,10,4.3,41.17
839,Naypyitaw,652-49-6720,18,2,2019,Female,Electronic accessories,Ewallet,1,5.9,3.0475
840,Naypyitaw,226-31-3081,8,3,2019,Female,Sports and travel,Cash,5,9.6,3.82
841,Naypyitaw,699-14-3026,25,3,2019,Male,Fashion accessories,Ewallet,7,4.1,29.8865
842,Naypyitaw,315-22-5665,24,2,2019,Female,Electronic accessories,Ewallet,10,8,36.78
843,Naypyitaw,333-73-7901,23,3,2019,Female,Sports and travel,Ewallet,8,7.6,21.968
844,Naypyitaw,399-46-5918,28,2,2019,Female,Food and beverages,Cash,8,8.2,34.392
845,Naypyitaw,120-06-4233,12,3,2019,Male,Fashion accessories,Cash,6,9.3,9.183
846,Naypyitaw,803-83-5989,24,2,2019,Male,Electronic accessories,Ewallet,6,7,16.719
847,Naypyitaw,838-78-4295,10,2,2019,Female,Electronic accessories,Ewallet,2,6.7,3.347
848,Yangon,134-75-2619,25,3,2019,Male,Sports and travel,Cash,7,6.9,6.762
849,Naypyitaw,393-65-2792,6,1,2019,Male,Food and beverages,Credit card,10,9.6,44.74
850,Naypyitaw,796-12-2025,11,2,2019,Male,Fashion accessories,Cash,10,5.9,31.06
851,Naypyitaw,841-35-6630,9,3,2019,Female,Fashion accessories,Cash,6,8.7,22.773
852,Naypyitaw,732-94-0499,13,1,2019,Female,Fashion accessories,Credit card,10,5.4,20.825
853,Naypyitaw,756-01-7507,22,1,2019,Female,Health and beauty,Cash,5,6,5.095
854,Naypyitaw,870-72-4431,21,1,2019,Female,Electronic accessories,Credit card,6,5.5,29.757
855,Naypyitaw,480-63-2856,23,1,2019,Male,Health and beauty,Ewallet,8,6.6,7.7
856,Naypyitaw,730-50-9884,5,3,2019,Female,Fashion accessories,Ewallet,7,4,29.071
857,Naypyitaw,362-58-8315,25,3,2019,Male,Food and beverages,Cash,5,9.9,19.13
858,Naypyitaw,225-32-0908,26,1,2019,Female,Home and lifestyle,Ewallet,10,8.2,22.43
859,Yangon,712-39-0363,2,1,2019,Male,Health and beauty,Ewallet,6,5.6,12.498
860,Naypyitaw,512-91-0811,6,2,2019,Male,Food and beverages,Credit card,1,6.6,4.4875
861,Naypyitaw,871-39-9221,9,2,2019,Female,Home and lifestyle,Cash,6,4.1,3.735
862,Naypyitaw,189-98-2939,1,3,2019,Male,Sports and travel,Cash,9,7.2,35.3475
863,Naypyitaw,551-21-3069,1,2,2019,Female,Home and lifestyle,Cash,9,4.9,10.3815
864,Naypyitaw,628-34-3388,5,1,2019,Male,Home and lifestyle,Credit card,6,7.9,8.214
865,Naypyitaw,588-01-7461,24,3,2019,Female,Electronic accessories,Cash,9,4.2,15.291
866,Naypyitaw,365-64-0520,25,2,2020,Male,Electronic accessories,Ewallet,9,4.8,21.51
867,Naypyitaw,225-98-1496,2,3,2019,Female,Sports and travel,Credit card,3,7.1,4.053
868,Naypyitaw,189-08-9157,8,1,2019,Female,Health and beauty,Credit card,9,5.9,14.2785
869,Naypyitaw,483-71-1164,8,3,2019,Female,Food and beverages,Ewallet,6,5.3,24.39
870,Naypyitaw,597-78-7908,18,2,2019,Male,Sports and travel,Cash,3,6.2,13.533
871,Yangon,218-59-9410,29,3,2019,Female,Food and beverages,Ewallet,3,8.2,10.863
872,Naypyitaw,458-41-1477,8,3,2019,Female,Fashion accessories,Credit card,6,9.5,13.878
873,Naypyitaw,568-90-5112,19,3,2019,Male,Electronic accessories,Credit card,4,5.6,13.228
